year,week,State,reported_ILI_cases_per_week
2013,16,California,609
2013,16,Colorado,116
2013,16,Georgia,270
2013,16,Illinois,724
2013,16,New York,183
2013,16,Pennsylvania,154
2013,16,Texas,847
2013,16,Washington,25
2013,17,Arizona,168
2013,17,California,600
2013,17,Colorado,122
2013,17,Georgia,175
2013,17,Illinois,705
2013,17,New York,146
2013,17,Pennsylvania,135
2013,17,Texas,745
2013,17,Washington,26
2013,18,Arizona,186
2013,18,California,561
2013,18,Colorado,130
2013,18,Georgia,152
2013,18,Illinois,678
2013,18,New York,115
2013,18,Pennsylvania,126
2013,18,Texas,670
2013,18,Washington,31
2013,19,Arizona,126
2013,19,California,528
2013,19,Colorado,126
2013,19,Georgia,200
2013,19,Illinois,664
2013,19,New York,100
2013,19,Pennsylvania,111
2013,19,Texas,702
2013,19,Washington,17
2013,20,Arizona,109
2013,20,California,545
2013,20,Colorado,103
2013,20,Georgia,158
2013,20,Illinois,647
2013,20,New York,84
2013,20,Pennsylvania,87
2013,20,Texas,680
2013,20,Washington,17
2013,21,Arizona,93
2013,21,California,495
2013,21,Colorado,104
2013,21,Georgia,154
2013,21,Illinois,526
2013,21,New York,62
2013,21,Pennsylvania,91
2013,21,Texas,598
2013,21,Washington,13
2013,22,Arizona,87
2013,22,California,390
2013,22,Colorado,78
2013,22,Georgia,139
2013,22,Illinois,531
2013,22,New York,88
2013,22,Pennsylvania,86
2013,22,Texas,585
2013,22,Washington,18
2013,23,Arizona,95
2013,23,California,454
2013,23,Colorado,76
2013,23,Georgia,98
2013,23,Illinois,585
2013,23,New York,76
2013,23,Pennsylvania,78
2013,23,Texas,545
2013,23,Washington,21
2013,24,Arizona,97
2013,24,California,433
2013,24,Colorado,98
2013,24,Georgia,91
2013,24,Illinois,499
2013,24,New York,68
2013,24,Pennsylvania,70
2013,24,Texas,510
2013,24,Washington,21
2013,25,Arizona,76
2013,25,California,407
2013,25,Colorado,67
2013,25,Georgia,84
2013,25,Illinois,473
2013,25,New York,46
2013,25,Pennsylvania,57
2013,25,Texas,644
2013,25,Washington,19
2013,26,Arizona,74
2013,26,California,355
2013,26,Colorado,84
2013,26,Georgia,70
2013,26,Illinois,428
2013,26,New York,53
2013,26,Pennsylvania,53
2013,26,Texas,569
2013,26,Washington,10
2013,27,Arizona,58
2013,27,California,288
2013,27,Colorado,57
2013,27,Georgia,82
2013,27,Illinois,370
2013,27,New York,45
2013,27,Pennsylvania,42
2013,27,Texas,508
2013,27,Washington,10
2013,28,Arizona,56
2013,28,California,334
2013,28,Colorado,80
2013,28,Georgia,59
2013,28,Illinois,418
2013,28,New York,48
2013,28,Pennsylvania,61
2013,28,Texas,547
2013,28,Washington,12
2013,29,Arizona,61
2013,29,California,325
2013,29,Colorado,72
2013,29,Georgia,57
2013,29,Illinois,344
2013,29,New York,40
2013,29,Pennsylvania,41
2013,29,Texas,522
2013,29,Washington,16
2013,30,Arizona,73
2013,30,California,324
2013,30,Colorado,95
2013,30,Georgia,81
2013,30,Illinois,366
2013,30,New York,56
2013,30,Pennsylvania,40
2013,30,Texas,469
2013,30,Washington,11
2013,31,Arizona,77
2013,31,California,299
2013,31,Colorado,77
2013,31,Georgia,67
2013,31,Illinois,332
2013,31,New York,30
2013,31,Pennsylvania,48
2013,31,Texas,518
2013,31,Washington,5
2013,32,Arizona,101
2013,32,California,299
2013,32,Colorado,91
2013,32,Georgia,81
2013,32,Illinois,321
2013,32,New York,40
2013,32,Pennsylvania,51
2013,32,Texas,425
2013,32,Washington,7
2013,33,Arizona,109
2013,33,California,285
2013,33,Colorado,93
2013,33,Georgia,97
2013,33,Illinois,385
2013,33,New York,27
2013,33,Pennsylvania,53
2013,33,Texas,491
2013,33,Washington,8
2013,34,Arizona,66
2013,34,California,294
2013,34,Colorado,98
2013,34,Georgia,143
2013,34,Illinois,363
2013,34,New York,34
2013,34,Pennsylvania,41
2013,34,Texas,542
2013,34,Washington,11
2013,35,Arizona,113
2013,35,California,389
2013,35,Colorado,0
2013,35,Georgia,147
2013,35,Illinois,383
2013,35,New York,33
2013,35,Pennsylvania,44
2013,35,Texas,741
2013,35,Washington,9
2013,36,Arizona,80
2013,36,California,354
2013,36,Colorado,128
2013,36,Georgia,187
2013,36,Illinois,439
2013,36,New York,26
2013,36,Pennsylvania,51
2013,36,Texas,908
2013,36,Washington,6
2013,37,Arizona,81
2013,37,California,440
2013,37,Colorado,124
2013,37,Georgia,217
2013,37,Illinois,560
2013,37,New York,30
2013,37,Pennsylvania,89
2013,37,Texas,1129
2013,37,Washington,11
2013,38,Arizona,77
2013,38,California,451
2013,38,Colorado,125
2013,38,Georgia,239
2013,38,Illinois,578
2013,38,New York,29
2013,38,Pennsylvania,86
2013,38,Texas,1181
2013,38,Washington,11
2013,39,Arizona,82
2013,39,California,530
2013,39,Colorado,123
2013,39,Georgia,242
2013,39,Illinois,562
2013,39,New York,24
2013,39,Pennsylvania,78
2013,39,Texas,1256
2013,39,Washington,18
2013,40,Arizona,230
2013,40,California,633
2013,40,Colorado,142
2013,40,Georgia,380
2013,40,Illinois,859
2013,40,New York,88
2013,40,Pennsylvania,137
2013,40,Texas,954
2013,40,Washington,40
2013,41,Arizona,291
2013,41,California,744
2013,41,Colorado,135
2013,41,Georgia,333
2013,41,Illinois,932
2013,41,New York,81
2013,41,Pennsylvania,142
2013,41,Texas,1078
2013,41,Washington,35
2013,42,Arizona,302
2013,42,California,687
2013,42,Colorado,110
2013,42,Georgia,355
2013,42,Illinois,937
2013,42,New York,85
2013,42,Pennsylvania,120
2013,42,Texas,1087
2013,42,Washington,33
2013,43,Arizona,249
2013,43,California,744
2013,43,Colorado,171
2013,43,Georgia,418
2013,43,Illinois,1036
2013,43,New York,118
2013,43,Pennsylvania,147
2013,43,Texas,1102
2013,43,Washington,43
2013,44,Arizona,303
2013,44,California,828
2013,44,Colorado,117
2013,44,Georgia,512
2013,44,Illinois,1072
2013,44,New York,112
2013,44,Pennsylvania,143
2013,44,Texas,1118
2013,44,Washington,40
2013,45,Arizona,327
2013,45,California,977
2013,45,Colorado,154
2013,45,Georgia,557
2013,45,Illinois,1069
2013,45,New York,138
2013,45,Pennsylvania,139
2013,45,Texas,1202
2013,45,Washington,28
2013,46,Arizona,293
2013,46,California,888
2013,46,Colorado,132
2013,46,Georgia,580
2013,46,Illinois,1060
2013,46,New York,130
2013,46,Pennsylvania,141
2013,46,Texas,1649
2013,46,Washington,29
2013,47,Arizona,377
2013,47,California,868
2013,47,Colorado,169
2013,47,Georgia,742
2013,47,Illinois,1095
2013,47,New York,142
2013,47,Pennsylvania,118
2013,47,Texas,1975
2013,47,Washington,23
2013,48,Arizona,284
2013,48,California,702
2013,48,Colorado,127
2013,48,Georgia,691
2013,48,Illinois,1012
2013,48,New York,118
2013,48,Pennsylvania,85
2013,48,Texas,1576
2013,48,Washington,34
2013,49,Arizona,378
2013,49,California,970
2013,49,Colorado,276
2013,49,Georgia,913
2013,49,Illinois,1371
2013,49,New York,173
2013,49,Pennsylvania,164
2013,49,Texas,2492
2013,49,Washington,41
2013,50,Arizona,366
2013,50,California,1080
2013,50,Colorado,316
2013,50,Georgia,868
2013,50,Illinois,1337
2013,50,New York,174
2013,50,Pennsylvania,157
2013,50,Texas,2797
2013,50,Washington,47
2013,51,Arizona,496
2013,51,California,1137
2013,51,Colorado,443
2013,51,Georgia,1218
2013,51,Illinois,1627
2013,51,New York,193
2013,51,Pennsylvania,177
2013,51,Texas,4616
2013,51,Washington,48
2013,52,Arizona,381
2013,52,California,1107
2013,52,Colorado,468
2013,52,Georgia,1165
2013,52,Illinois,1920
2013,52,New York,259
2013,52,Pennsylvania,231
2013,52,Texas,3594
2013,52,Washington,51
2014,1,Arizona,470
2014,1,California,1397
2014,1,Colorado,512
2014,1,Georgia,961
2014,1,Illinois,1995
2014,1,New York,258
2014,1,Pennsylvania,222
2014,1,Texas,3415
2014,1,Washington,71
2014,2,Arizona,575
2014,2,California,1866
2014,2,Colorado,571
2014,2,Georgia,735
2014,2,Illinois,1716
2014,2,New York,278
2014,2,Pennsylvania,243
2014,2,Texas,3160
2014,2,Washington,127
2014,3,Arizona,844
2014,3,California,1903
2014,3,Colorado,488
2014,3,Georgia,637
2014,3,Illinois,1712
2014,3,New York,450
2014,3,Pennsylvania,335
2014,3,Texas,2495
2014,3,Washington,117
2014,4,Arizona,874
2014,4,California,2005
2014,4,Colorado,424
2014,4,Georgia,472
2014,4,Illinois,1538
2014,4,New York,459
2014,4,Pennsylvania,366
2014,4,Texas,2046
2014,4,Washington,117
2014,5,Arizona,906
2014,5,California,1813
2014,5,Colorado,377
2014,5,Georgia,457
2014,5,Illinois,1240
2014,5,New York,574
2014,5,Pennsylvania,352
2014,5,Texas,1920
2014,5,Washington,82
2014,6,Arizona,740
2014,6,California,1628
2014,6,Colorado,357
2014,6,Georgia,343
2014,6,Illinois,1120
2014,6,New York,586
2014,6,Pennsylvania,291
2014,6,Texas,1774
2014,6,Washington,78
2014,7,Arizona,705
2014,7,California,1357
2014,7,Colorado,292
2014,7,Georgia,205
2014,7,Illinois,1146
2014,7,New York,449
2014,7,Pennsylvania,260
2014,7,Texas,1659
2014,7,Washington,69
2014,8,Arizona,578
2014,8,California,1176
2014,8,Colorado,236
2014,8,Georgia,188
2014,8,Illinois,1182
2014,8,New York,304
2014,8,Pennsylvania,268
2014,8,Texas,1713
2014,8,Washington,67
2014,9,Arizona,581
2014,9,California,1165
2014,9,Colorado,263
2014,9,Georgia,234
2014,9,Illinois,1186
2014,9,New York,271
2014,9,Pennsylvania,247
2014,9,Texas,1677
2014,9,Washington,28
2014,10,Arizona,446
2014,10,California,1034
2014,10,Colorado,223
2014,10,Georgia,168
2014,10,Illinois,1033
2014,10,New York,296
2014,10,Pennsylvania,192
2014,10,Texas,1555
2014,10,Washington,35
2014,11,Arizona,352
2014,11,California,882
2014,11,Colorado,215
2014,11,Georgia,160
2014,11,Illinois,1101
2014,11,New York,277
2014,11,Pennsylvania,192
2014,11,Texas,1323
2014,11,Washington,29
2014,12,Arizona,356
2014,12,California,892
2014,12,Colorado,163
2014,12,Georgia,153
2014,12,Illinois,975
2014,12,New York,338
2014,12,Pennsylvania,195
2014,12,Texas,1386
2014,12,Washington,28
2014,13,Arizona,317
2014,13,California,685
2014,13,Colorado,140
2014,13,Georgia,182
2014,13,Illinois,1126
2014,13,New York,471
2014,13,Pennsylvania,192
2014,13,Texas,1338
2014,13,Washington,28
2014,14,Arizona,259
2014,14,California,672
2014,14,Colorado,144
2014,14,Georgia,167
2014,14,Illinois,1158
2014,14,New York,460
2014,14,Pennsylvania,254
2014,14,Texas,1277
2014,14,Washington,27
2014,15,Arizona,293
2014,15,California,655
2014,15,Colorado,160
2014,15,Georgia,99
2014,15,Illinois,1181
2014,15,New York,501
2014,15,Pennsylvania,216
2014,15,Texas,1343
2014,15,Washington,22
2014,16,Arizona,325
2014,16,California,611
2014,16,Colorado,144
2014,16,Georgia,106
2014,16,Illinois,1006
2014,16,New York,321
2014,16,Pennsylvania,157
2014,16,Texas,1204
2014,16,Washington,29
2014,17,Arizona,273
2014,17,California,602
2014,17,Colorado,129
2014,17,Georgia,143
2014,17,Illinois,1093
2014,17,New York,232
2014,17,Pennsylvania,134
2014,17,Texas,1128
2014,17,Washington,29
2014,18,Arizona,292
2014,18,California,562
2014,18,Colorado,146
2014,18,Georgia,105
2014,18,Illinois,956
2014,18,New York,253
2014,18,Pennsylvania,118
2014,18,Texas,963
2014,18,Washington,17
2014,19,Arizona,311
2014,19,California,551
2014,19,Colorado,3
2014,19,Georgia,95
2014,19,Illinois,1055
2014,19,New York,216
2014,19,Pennsylvania,142
2014,19,Texas,982
2014,19,Washington,25
2014,20,Arizona,286
2014,20,California,569
2014,20,Colorado,8
2014,20,Georgia,88
2014,20,Illinois,808
2014,20,New York,201
2014,20,Pennsylvania,123
2014,20,Texas,978
2014,20,Washington,15
2014,21,Arizona,263
2014,21,California,563
2014,21,Colorado,5
2014,21,Georgia,60
2014,21,Illinois,794
2014,21,New York,148
2014,21,Pennsylvania,128
2014,21,Texas,1028
2014,21,Washington,21
2014,22,Arizona,226
2014,22,California,454
2014,22,Colorado,4
2014,22,Georgia,67
2014,22,Illinois,757
2014,22,New York,90
2014,22,Pennsylvania,112
2014,22,Texas,896
2014,22,Washington,11
2014,23,Arizona,166
2014,23,California,531
2014,23,Colorado,11
2014,23,Georgia,57
2014,23,Illinois,761
2014,23,New York,116
2014,23,Pennsylvania,125
2014,23,Texas,879
2014,23,Washington,14
2014,24,Arizona,146
2014,24,California,508
2014,24,Colorado,13
2014,24,Georgia,36
2014,24,Illinois,678
2014,24,New York,144
2014,24,Pennsylvania,104
2014,24,Texas,784
2014,24,Washington,15
2014,25,Arizona,132
2014,25,California,458
2014,25,Colorado,17
2014,25,Georgia,1
2014,25,Illinois,660
2014,25,New York,126
2014,25,Pennsylvania,67
2014,25,Texas,678
2014,25,Washington,14
2014,26,Arizona,126
2014,26,California,473
2014,26,Colorado,20
2014,26,Georgia,1
2014,26,Illinois,461
2014,26,New York,96
2014,26,Pennsylvania,92
2014,26,Texas,657
2014,26,Washington,12
2014,27,Arizona,104
2014,27,California,405
2014,27,Colorado,18
2014,27,Georgia,11
2014,27,Illinois,347
2014,27,New York,90
2014,27,Pennsylvania,57
2014,27,Texas,544
2014,27,Washington,5
2014,28,Arizona,130
2014,28,California,402
2014,28,Colorado,9
2014,28,Georgia,13
2014,28,Illinois,392
2014,28,New York,69
2014,28,Pennsylvania,85
2014,28,Texas,634
2014,28,Washington,9
2014,29,Arizona,157
2014,29,California,382
2014,29,Colorado,12
2014,29,Georgia,19
2014,29,Illinois,351
2014,29,New York,84
2014,29,Pennsylvania,56
2014,29,Texas,564
2014,29,Washington,7
2014,30,Arizona,142
2014,30,California,325
2014,30,Colorado,7
2014,30,Georgia,13
2014,30,Illinois,343
2014,30,New York,69
2014,30,Pennsylvania,61
2014,30,Texas,496
2014,30,Washington,6
2014,31,Arizona,126
2014,31,California,339
2014,31,Colorado,10
2014,31,Georgia,22
2014,31,Illinois,331
2014,31,New York,83
2014,31,Pennsylvania,92
2014,31,Texas,532
2014,31,Washington,15
2014,32,Arizona,134
2014,32,California,267
2014,32,Colorado,12
2014,32,Georgia,24
2014,32,Illinois,338
2014,32,New York,60
2014,32,Pennsylvania,41
2014,32,Texas,452
2014,32,Washington,8
2014,33,Arizona,150
2014,33,California,242
2014,33,Colorado,16
2014,33,Georgia,34
2014,33,Illinois,351
2014,33,New York,58
2014,33,Pennsylvania,72
2014,33,Texas,469
2014,33,Washington,7
2014,34,Arizona,162
2014,34,California,291
2014,34,Colorado,18
2014,34,Georgia,39
2014,34,Illinois,410
2014,34,New York,50
2014,34,Pennsylvania,68
2014,34,Texas,536
2014,34,Washington,10
2014,35,Arizona,178
2014,35,California,357
2014,35,Colorado,26
2014,35,Georgia,30
2014,35,Illinois,362
2014,35,New York,66
2014,35,Pennsylvania,74
2014,35,Texas,551
2014,35,Washington,4
2014,36,Arizona,183
2014,36,California,348
2014,36,Colorado,12
2014,36,Georgia,34
2014,36,Illinois,559
2014,36,New York,36
2014,36,Pennsylvania,90
2014,36,Texas,583
2014,36,Washington,10
2014,37,Arizona,220
2014,37,California,481
2014,37,Colorado,19
2014,37,Georgia,61
2014,37,Illinois,984
2014,37,New York,91
2014,37,Pennsylvania,131
2014,37,Texas,792
2014,37,Washington,13
2014,38,Arizona,245
2014,38,California,487
2014,38,Colorado,15
2014,38,Georgia,39
2014,38,Illinois,966
2014,38,New York,126
2014,38,Pennsylvania,149
2014,38,Texas,784
2014,38,Washington,21
2014,39,Arizona,221
2014,39,California,453
2014,39,Colorado,13
2014,39,Georgia,47
2014,39,Illinois,801
2014,39,New York,108
2014,39,Pennsylvania,151
2014,39,Texas,828
2014,39,Washington,12
2014,40,Arizona,299
2014,40,California,831
2014,40,Colorado,19
2014,40,Georgia,95
2014,40,Illinois,853
2014,40,New York,124
2014,40,Pennsylvania,137
2014,40,Texas,623
2014,40,Washington,19
2014,41,Arizona,238
2014,41,California,936
2014,41,Colorado,15
2014,41,Georgia,101
2014,41,Illinois,831
2014,41,New York,110
2014,41,Pennsylvania,159
2014,41,Texas,672
2014,41,Washington,64
2014,42,Arizona,283
2014,42,California,886
2014,42,Colorado,18
2014,42,Georgia,155
2014,42,Illinois,929
2014,42,New York,138
2014,42,Pennsylvania,166
2014,42,Texas,761
2014,42,Washington,38
2014,43,Arizona,289
2014,43,California,873
2014,43,Colorado,17
2014,43,Georgia,195
2014,43,Illinois,899
2014,43,New York,160
2014,43,Pennsylvania,195
2014,43,Texas,860
2014,43,Washington,30
2014,44,Arizona,272
2014,44,California,844
2014,44,Colorado,20
2014,44,Georgia,182
2014,44,Illinois,979
2014,44,New York,178
2014,44,Pennsylvania,170
2014,44,Texas,861
2014,44,Washington,26
2014,45,Arizona,325
2014,45,California,1048
2014,45,Colorado,15
2014,45,Georgia,296
2014,45,Illinois,1109
2014,45,New York,210
2014,45,Pennsylvania,204
2014,45,Texas,885
2014,45,Washington,26
2014,46,Arizona,318
2014,46,California,858
2014,46,Colorado,15
2014,46,Georgia,402
2014,46,Illinois,1212
2014,46,New York,191
2014,46,Pennsylvania,217
2014,46,Texas,765
2014,46,Washington,34
2014,47,Arizona,325
2014,47,California,1176
2014,47,Colorado,6
2014,47,Georgia,740
2014,47,Illinois,1378
2014,47,New York,259
2014,47,Pennsylvania,223
2014,47,Texas,1556
2014,47,Washington,35
2014,48,Arizona,272
2014,48,California,840
2014,48,Colorado,10
2014,48,Georgia,590
2014,48,Illinois,1810
2014,48,New York,218
2014,48,Pennsylvania,246
2014,48,Texas,1390
2014,48,Washington,23
2014,49,Arizona,385
2014,49,California,1129
2014,49,Colorado,31
2014,49,Georgia,854
2014,49,Illinois,2687
2014,49,New York,259
2014,49,Pennsylvania,290
2014,49,Texas,2030
2014,49,Washington,47
2014,50,Arizona,425
2014,50,California,1151
2014,50,Colorado,46
2014,50,Georgia,1297
2014,50,Illinois,3463
2014,50,New York,267
2014,50,Pennsylvania,424
2014,50,Texas,2414
2014,50,Washington,58
2014,51,Arizona,446
2014,51,California,1171
2014,51,Colorado,63
2014,51,Georgia,1615
2014,51,Illinois,3569
2014,51,New York,398
2014,51,Pennsylvania,676
2014,51,Texas,2595
2014,51,Washington,80
2014,52,Arizona,313
2014,52,California,1048
2014,52,Colorado,105
2014,52,Georgia,1719
2014,52,Illinois,2308
2014,52,New York,592
2014,52,Pennsylvania,756
2014,52,Texas,1242
2014,52,Washington,47
2014,53,Arizona,424
2014,53,California,1284
2014,53,Colorado,89
2014,53,Georgia,570
2014,53,Illinois,2035
2014,53,New York,418
2014,53,Pennsylvania,625
2014,53,Texas,1684
2014,53,Washington,44
2015,1,Arizona,639
2015,1,California,1865
2015,1,Colorado,134
2015,1,Georgia,762
2015,1,Illinois,1397
2015,1,New York,370
2015,1,Pennsylvania,558
2015,1,Texas,1776
2015,1,Washington,158
2015,2,Arizona,674
2015,2,California,2065
2015,2,Colorado,100
2015,2,Georgia,480
2015,2,Illinois,1120
2015,2,New York,526
2015,2,Pennsylvania,577
2015,2,Texas,2675
2015,2,Washington,202
2015,3,Arizona,763
2015,3,California,2140
2015,3,Colorado,102
2015,3,Georgia,588
2015,3,Illinois,1158
2015,3,New York,635
2015,3,Pennsylvania,893
2015,3,Texas,2984
2015,3,Washington,156
2015,4,Arizona,858
2015,4,California,2452
2015,4,Colorado,118
2015,4,Georgia,551
2015,4,Illinois,1153
2015,4,New York,744
2015,4,Pennsylvania,774
2015,4,Texas,2652
2015,4,Washington,144
2015,5,Arizona,703
2015,5,California,2192
2015,5,Colorado,81
2015,5,Georgia,530
2015,5,Illinois,1030
2015,5,New York,700
2015,5,Pennsylvania,666
2015,5,Texas,2351
2015,5,Washington,111
2015,6,Arizona,528
2015,6,California,1774
2015,6,Colorado,67
2015,6,Georgia,500
2015,6,Illinois,1288
2015,6,New York,666
2015,6,Pennsylvania,477
2015,6,Texas,2104
2015,6,Washington,83
2015,7,Arizona,563
2015,7,California,1396
2015,7,Colorado,70
2015,7,Georgia,675
2015,7,Illinois,1232
2015,7,New York,403
2015,7,Pennsylvania,366
2015,7,Texas,1953
2015,7,Washington,39
2015,8,Arizona,532
2015,8,California,1488
2015,8,Colorado,55
2015,8,Georgia,665
2015,8,Illinois,1285
2015,8,New York,305
2015,8,Pennsylvania,331
2015,8,Texas,1580
2015,8,Washington,54
2015,9,Arizona,457
2015,9,California,1369
2015,9,Colorado,37
2015,9,Georgia,592
2015,9,Illinois,1359
2015,9,New York,278
2015,9,Pennsylvania,333
2015,9,Texas,1751
2015,9,Washington,52
2015,10,Arizona,365
2015,10,California,1472
2015,10,Colorado,43
2015,10,Georgia,422
2015,10,Illinois,1484
2015,10,New York,191
2015,10,Pennsylvania,221
2015,10,Texas,1577
2015,10,Washington,53
2015,11,Arizona,402
2015,11,California,1278
2015,11,Colorado,51
2015,11,Georgia,398
2015,11,Illinois,1562
2015,11,New York,226
2015,11,Pennsylvania,256
2015,11,Texas,1374
2015,11,Washington,37
2015,12,Arizona,336
2015,12,California,1097
2015,12,Colorado,27
2015,12,Georgia,432
2015,12,Illinois,1549
2015,12,New York,237
2015,12,Pennsylvania,261
2015,12,Texas,1362
2015,12,Washington,35
2015,13,Arizona,333
2015,13,California,1050
2015,13,Colorado,30
2015,13,Georgia,367
2015,13,Illinois,1547
2015,13,New York,244
2015,13,Pennsylvania,225
2015,13,Texas,1182
2015,13,Washington,39
2015,14,Arizona,280
2015,14,California,950
2015,14,Colorado,18
2015,14,Georgia,297
2015,14,Illinois,1358
2015,14,New York,199
2015,14,Pennsylvania,224
2015,14,Texas,1024
2015,14,Washington,19
2015,15,Arizona,316
2015,15,California,906
2015,15,Colorado,29
2015,15,Georgia,255
2015,15,Illinois,1142
2015,15,New York,184
2015,15,Pennsylvania,219
2015,15,Texas,1051
2015,15,Washington,33
2015,16,Arizona,250
2015,16,California,858
2015,16,Colorado,19
2015,16,Georgia,129
2015,16,Illinois,922
2015,16,New York,150
2015,16,Pennsylvania,193
2015,16,Texas,654
2015,16,Washington,33
2015,17,Arizona,320
2015,17,California,912
2015,17,Colorado,22
2015,17,Georgia,216
2015,17,Illinois,937
2015,17,New York,155
2015,17,Pennsylvania,207
2015,17,Texas,1000
2015,17,Washington,22
2015,18,Arizona,247
2015,18,California,910
2015,18,Colorado,21
2015,18,Georgia,225
2015,18,Illinois,878
2015,18,New York,185
2015,18,Pennsylvania,177
2015,18,Texas,895
2015,18,Washington,20
2015,19,Arizona,231
2015,19,California,905
2015,19,Colorado,17
2015,19,Georgia,293
2015,19,Illinois,752
2015,19,New York,113
2015,19,Pennsylvania,132
2015,19,Texas,821
2015,19,Washington,28
2015,20,Arizona,203
2015,20,California,768
2015,20,Colorado,8
2015,20,Georgia,332
2015,20,Illinois,742
2015,20,New York,101
2015,20,Pennsylvania,117
2015,20,Texas,838
2015,20,Washington,4
2015,21,Arizona,148
2015,21,California,643
2015,21,Colorado,6
2015,21,Georgia,291
2015,21,Illinois,562
2015,21,New York,93
2015,21,Pennsylvania,131
2015,21,Texas,620
2015,21,Washington,15
2015,22,Arizona,175
2015,22,California,680
2015,22,Colorado,8
2015,22,Georgia,217
2015,22,Illinois,558
2015,22,New York,107
2015,22,Pennsylvania,103
2015,22,Texas,490
2015,22,Washington,22
2015,23,Arizona,184
2015,23,California,576
2015,23,Colorado,9
2015,23,Georgia,185
2015,23,Illinois,521
2015,23,New York,73
2015,23,Pennsylvania,114
2015,23,Texas,546
2015,23,Washington,14
2015,24,Arizona,161
2015,24,California,507
2015,24,Colorado,7
2015,24,Georgia,117
2015,24,Illinois,435
2015,24,New York,26
2015,24,Pennsylvania,88
2015,24,Texas,513
2015,24,Washington,12
2015,25,Arizona,115
2015,25,California,459
2015,25,Colorado,11
2015,25,Georgia,129
2015,25,Illinois,548
2015,25,New York,49
2015,25,Pennsylvania,88
2015,25,Texas,450
2015,25,Washington,10
2015,26,Arizona,119
2015,26,California,393
2015,26,Colorado,8
2015,26,Georgia,136
2015,26,Illinois,448
2015,26,New York,60
2015,26,Pennsylvania,88
2015,26,Texas,414
2015,26,Washington,9
2015,27,Arizona,118
2015,27,California,420
2015,27,Colorado,9
2015,27,Georgia,132
2015,27,Illinois,435
2015,27,New York,71
2015,27,Pennsylvania,112
2015,27,Texas,383
2015,27,Washington,12
2015,28,Arizona,125
2015,28,California,339
2015,28,Colorado,8
2015,28,Georgia,117
2015,28,Illinois,437
2015,28,New York,69
2015,28,Pennsylvania,83
2015,28,Texas,371
2015,28,Washington,10
2015,29,Arizona,114
2015,29,California,293
2015,29,Colorado,13
2015,29,Georgia,114
2015,29,Illinois,415
2015,29,New York,50
2015,29,Pennsylvania,84
2015,29,Texas,388
2015,29,Washington,0
2015,30,Arizona,131
2015,30,California,282
2015,30,Colorado,18
2015,30,Georgia,136
2015,30,Illinois,432
2015,30,New York,71
2015,30,Pennsylvania,68
2015,30,Texas,265
2015,30,Washington,6
2015,31,Arizona,118
2015,31,California,283
2015,31,Colorado,11
2015,31,Georgia,119
2015,31,Illinois,438
2015,31,New York,81
2015,31,Pennsylvania,93
2015,31,Texas,353
2015,31,Washington,4
2015,32,Arizona,109
2015,32,California,351
2015,32,Colorado,10
2015,32,Georgia,183
2015,32,Illinois,412
2015,32,New York,80
2015,32,Pennsylvania,65
2015,32,Texas,355
2015,32,Washington,5
2015,33,Arizona,193
2015,33,California,350
2015,33,Colorado,14
2015,33,Georgia,248
2015,33,Illinois,384
2015,33,New York,52
2015,33,Pennsylvania,84
2015,33,Texas,542
2015,33,Washington,7
2015,34,Arizona,190
2015,34,California,431
2015,34,Colorado,22
2015,34,Georgia,302
2015,34,Illinois,450
2015,34,New York,88
2015,34,Pennsylvania,88
2015,34,Texas,402
2015,34,Washington,6
2015,35,Arizona,158
2015,35,California,419
2015,35,Colorado,14
2015,35,Georgia,321
2015,35,Illinois,428
2015,35,New York,50
2015,35,Pennsylvania,119
2015,35,Texas,531
2015,35,Washington,10
2015,36,Arizona,133
2015,36,California,218
2015,36,Colorado,10
2015,36,Georgia,371
2015,36,Illinois,500
2015,36,New York,41
2015,36,Pennsylvania,110
2015,36,Texas,578
2015,36,Washington,5
2015,37,Arizona,202
2015,37,California,471
2015,37,Colorado,15
2015,37,Georgia,334
2015,37,Illinois,643
2015,37,New York,84
2015,37,Pennsylvania,157
2015,37,Texas,641
2015,37,Washington,15
2015,38,Arizona,225
2015,38,California,463
2015,38,Colorado,21
2015,38,Georgia,357
2015,38,Illinois,609
2015,38,New York,71
2015,38,Pennsylvania,143
2015,38,Texas,710
2015,38,Washington,14
2015,39,Arizona,169
2015,39,California,348
2015,39,Colorado,13
2015,39,Georgia,431
2015,39,Illinois,542
2015,39,New York,23
2015,39,Pennsylvania,112
2015,39,Texas,775
2015,39,Washington,30
2015,40,Arizona,290
2015,40,California,558
2015,40,Colorado,17
2015,40,Georgia,385
2015,40,Illinois,833
2015,40,New York,70
2015,40,Pennsylvania,203
2015,40,Texas,1016
2015,40,Washington,32
2015,41,Arizona,360
2015,41,California,653
2015,41,Colorado,23
2015,41,Georgia,360
2015,41,Illinois,908
2015,41,New York,62
2015,41,Pennsylvania,228
2015,41,Texas,1084
2015,41,Washington,40
2015,42,Arizona,396
2015,42,California,677
2015,42,Colorado,19
2015,42,Georgia,318
2015,42,Illinois,806
2015,42,New York,115
2015,42,Pennsylvania,230
2015,42,Texas,1162
2015,42,Washington,21
2015,43,Arizona,404
2015,43,California,715
2015,43,Colorado,18
2015,43,Georgia,257
2015,43,Illinois,842
2015,43,New York,107
2015,43,Pennsylvania,222
2015,43,Texas,1152
2015,43,Washington,55
